No,rgb_b1,rgb_b2,rgb_b3,green_b1,green_b2,ndvi_b1,nir_b1,nir_b2,red_b1,red_b2,redEdge_b1,redEdge_b2,Label
57,144.2232526,142.4316955,118.8247751,15811.22131,252.2138408,10.427997,28178.81218,252.2138408,11041.79294,252.2138408,26992.13121,252.2138408,3
58,150.7730104,147.4710035,124.0848443,15575.88,252.2138408,10.392323,27322.64526,252.2138408,11250.05301,252.2138408,27051.33979,252.2138408,3
59,152.2401384,149.1151557,125.4189619,15745.43363,252.2138408,10.406244,28010.28692,252.2138408,11313.50464,252.2138408,27999.29536,252.2138408,3
60,152.9507266,149.6424913,129.7608304,15521.85273,252.2138408,10.381749,26282.66048,252.2138408,11571.78367,252.2138408,26214.52055,252.2138408,3
61,152.020346,150.2510727,128.4333564,16192.66408,252.2138408,10.40368,25260.38159,252.2138408,11802.79073,252.2138408,25196.94519,252.2138408,3
62,160.4570242,154.6622837,134.4016609,17369.83792,252.2138408,10.384518,26468.85799,252.2138408,12369.48415,252.2138408,26020.20125,252.2138408,3
63,159.5465744,154.0257439,134.6239446,18304.67737,252.2138408,10.37817,26522.07239,252.2138408,12748.78713,252.2138408,26106.90713,252.2138408,3
64,153.0754325,152.0465052,128.0388927,17290.53689,252.2138408,10.427461,21934.51862,252.2138408,11777.89093,252.2138408,21895.88789,252.2138408,3
65,160.1838062,151.7152941,132.8891349,16635.1272,252.2138408,10.388776,19626.24083,252.2138408,11909.68055,252.2138408,20118.77301,252.2138408,3
66,160.6625606,150.2062284,130.5233218,15847.76194,252.099654,10.715107,17109.29522,252.099654,12090.88263,252.099654,17986.88678,252.099654,?
67,123.4521799,117.3301038,95.14782007,14911.11336,252.2138408,10.305073,20214.62284,252.2138408,11220.30021,252.2138408,19230.10298,252.2138408,3
68,126.0267128,120.5572318,98.96692042,15002.65467,252.2138408,10.400847,21419.35391,252.2138408,10706.71599,252.2138408,20110.16567,252.2138408,3
69,130.0120415,128.723737,106.4937024,15496.22962,252.2138408,10.547122,26272.14962,252.2138408,9992.76083,252.2138408,23987.351,252.2138408,3
70,140.1550173,139.0334948,116.9550173,15516.31972,252.2138408,10.567096,29961.13232,252.2138408,10133.43294,252.2138408,28058.65287,252.2138408,3
71,143.0261592,143.5353633,120.740346,15403.01633,252.2138408,10.554696,30473.07571,252.2138408,10306.70976,252.2138408,29603.99875,252.2138408,3
72,142.5804844,145.9590311,122.0953633,15306.32775,252.2442907,10.435257,29803.4119,252.2442907,10367.86893,252.2442907,29448.0036,252.2442907,2
